Reference;Region;Bioregion;WDepth;Specie;Genus;LifeForm;Core length;DBD;Mud;CaCO3;OM;Corg;;
91;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;50;1.77;;;;0.4;;
91;E Africa;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;50;1.58;;;;0.51;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.67;;;;0.81;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.8;;;;0.2;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.68;;;;0.2;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;2.45;;;;0.32;;
91;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;50;1.71;;;;0.22;;
91;E Africa;Tropical Indo-Pacific;;Thalassodendron ciliatum;Thalassodendron spp.;Persistent;50;1.99;;;;0.52;;
91;E Africa;Tropical Indo-Pacific;;Thalassia hemprichii;Thalassia spp.;Persistent;50;1.67;;;;0.31;;
91;E Africa;Tropical Indo-Pacific;;Cymodocea spp.;Cymodocea spp.;Opportinistic;50;1.72;;;;0.25;;
92;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;41.3;;1.2;;0.7;0.07;;
92;Atlantic Europe;Temperate North Atlantic;2.1;Zostera marina;Zostera spp.;Opportinistic;40.6;;0.8;;0.4;0;;
93;Mediterranean Sea;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;1.2;2.5;;;;;
93;Mediterranean Sea;Mediterranean;;Cymodocea nodosa;Cymodocea spp.;Opportinistic;;1.55;1;;;;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.33;;;2.38;0.71;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;0.8;;;5.06;1.55;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.63;;;8.29;2.56;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.67;;;3.43;1.04;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.58;;;2.2;0.65;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.64;;;1.6;0.47;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.04;;;3.56;1.08;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.28;;;2.92;0.88;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;0.91;;;5.1;1.56;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.33;;;2.88;0.87;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.01;;;4.84;1.48;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.25;;;9.38;2.9;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.47;;;7.16;2.21;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.36;;;2.3;0.69;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.02;;;4.96;1.52;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.77;;;1.74;0.51;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.54;;;;0.18;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.31;;;;0.23;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.66;;;;0.32;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.55;;;;0.71;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.46;;;;0.62;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.22;;;;0.74;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.42;;;;0.6;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.3;;;;1.02;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;0.96;;;;1.72;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.43;;;;0.19;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.43;;;;0.38;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.7;;;;0.42;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.7;;;;0.29;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.49;;;1.67;0.42;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.4;;;1.77;0.44;;
94;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.36;;;2.36;0.63;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.31;;;1.68;0.41;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.08;;;1.66;0.22;;
94;NW America;Temperate North Pacific;intertidal;Zostera marina;Zostera spp.;Opportinistic;25;1.06;;;2.97;0.36;;
94;NW America;Temperate North Pacific;0.6;Zostera marina;Zostera spp.;Opportinistic;30;;0.4;;;;;
94;NW America;Temperate North Pacific;0.8;Zostera marina;Zostera spp.;Opportinistic;30;;1;;;;;
94;NW America;Temperate North Pacific;0;Zostera marina;Zostera spp.;Opportinistic;30;;6;;;;;
94;NW America;Temperate North Pacific;0.3;Zostera marina;Zostera spp.;Opportinistic;30;;0.1;;;;;
94;NW America;Temperate North Pacific;0.2;Zostera marina;Zostera spp.;Opportinistic;30;;0.7;;;;;
94;NW America;Temperate North Pacific;2.5;Zostera marina;Zostera spp.;Opportinistic;30;;0.2;;;;;
95;E Australia;Temperate Southern Oceans;;Posidonia australis;Posidonia spp.;Persistent;25;1.2;15;2.7;;1;;
95;E Australia;Temperate Southern Oceans;;Ruppia megacarpa;Ruppia spp.;Colonising;25;0.6;71;3.7;;4.9;;
95;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;25;1.4;7;1.3;;0.4;;
95;E Australia;Temperate Southern Oceans;;Zostera capricorni;Zostera spp.;Opportinistic;25;0.7;77;3.4;;3.2;;
95;E Australia;Temperate Southern Oceans;;Ruppia megacarpa;Ruppia spp.;Colonising;25;0.8;57;1.2;;2.2;;
95;E Australia;Temperate Southern Oceans;;Zostera muelleri;Zostera spp.;Opportinistic;25;0.6;58;1.9;;2.2;;
95;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;25;0.6;56;18.9;;2.3;;
95;E Australia;Temperate Southern Oceans;;Halophila ovalis;Halophila spp.;Colonising;25;1.1;65;0.6;;1.9;;
96;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.5;2.4;;;0.329;;
96;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;5;1.74;7.34;;;0.314;;
97;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;25;1.327484;;;;3.2260577;;
97;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;20;0.84115;;;;2.99816065;;
97;Mediterranean Sea;Mediterranean;;Zostera marina;Zostera spp.;Opportinistic;23;1.30646;;;;3.85888068;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.022832;;;;1.0912309;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.0339;;;;1.1235772;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.002772;;;;1.12716868;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.46508;;;;0.52495174;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;20;1.20568;;;;0.37146474;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.41636;;;;0.35763522;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.45564;;;;0.6322408;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.62348;;;;0.20866196;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.75612;;;;0.44029292;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.5136;;;;0.44072114;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.5216;;;;0.38118488;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.5528;;;;0.31880034;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;;;;;0.72746406;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;;;;;0.81813504;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;;;;;0.75270238;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;20;1.299612;;;;0.31563214;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.299635;;;;0.219219475;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.299888;;;;0.3765117;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.4244;;;;0.15148304;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3232;;;;0.2275706;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.31;;;;0.28950536;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.505983143;;;;3.907594943;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;38;0.366867714;;;;5.738080971;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.401956857;;;;5.2908203;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;42;1.455874857;;;;0.674459829;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;36;1.620455714;;;;0.274169557;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;30;1.688041333;;;;0.2126589;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.223618857;;;;8.6972957;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;38;0.214006;;;;9.63216785;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;40;0.202150857;;;;7.4015907;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;30;0.893928667;;;;2.681505117;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.796370286;;;;3.005252171;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.776269143;;;;3.030072643;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;42;1.365602857;;;;0.73696698;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;38;1.294305714;;;;0.955935381;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;29;1.065416667;;;;1.394538884;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;35;0.585028571;;;;3.995322482;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;38;0.588742857;;;;3.399046883;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;37;0.488185714;;;;3.780237661;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;41;0.454157143;;;;3.146854426;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;37;0.479171429;;;;3.281698355;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;37;0.42104;;;;3.161622529;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.431664;;;;0.16876364;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3918584;;;;0.33927778;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.456616;;;;0.21513246;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.92908;;;;1.1153796;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.905988;;;;1.24914742;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;20;0.821985;;;;1.514448375;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.946492;;;;1.0696879;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.625356;;;;1.69466392;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.73256;;;;1.22455562;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.277348;;;;0.17141624;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.357012;;;;0.19611522;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.298964;;;;0.19780818;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.452952;;;;0.41095316;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.415444;;;;0.45904454;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.41712;;;;0.41099658;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.11934;;;;0.36892244;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.176592;;;;0.30512056;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.172504;;;;0.22987052;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.676;;;;0.75480696;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.6892;;;;0.5654516;;
97;NE America;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.7964;;;;0.48317382;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.9979884;;;;0.9862879;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.0283628;;;;0.80981936;;
97;E Asia;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;0.9558932;;;;0.80153658;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.347528;;;;0.35070144;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.33926;;;;0.32144114;;
97;NW America;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.281072;;;;0.309688;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;20;1.62255;;;;0.5114869;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.50344;;;;0.43101648;;
97;E Pacific;Temperate North Pacific;;Zostera marina;Zostera spp.;Opportinistic;25;1.5952;;;;0.65598448;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.312425;;;;0.264688763;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;22;1.388425;;;;0.299296738;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.357445;;;;0.203957175;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.39907;;;;0.186490888;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.360055;;;;0.222768738;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3497125;;;;0.205026288;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3863075;;;;0.12232625;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.4294025;;;;0.113419475;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.36568;;;;0.150617725;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.402035;;;;0.14897715;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.375345;;;;0.1639959;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.47814;;;;0.162815088;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.388965;;;;0.17337715;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.408895;;;;0.227082175;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;30;1.3416825;;;;0.185904063;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;30;1.296037778;;;;0.125412011;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;30;1.28902;;;;0.136002967;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.319775556;;;;0.127535456;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.35604;;;;0.607452363;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3195;;;;0.280696113;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;8;1.359985;;;;0.459617325;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;15;1.467875;;;;0.206988175;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;15;1.45905;;;;0.208398317;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;19;1.50029;;;;0.150483283;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.087037143;;;;0.327059857;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.071155;;;;0.381616575;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.1715925;;;;0.37454005;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.337535;;;;0.19515055;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3389375;;;;0.192560325;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.5816025;;;;0.600197138;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.51568;;;;0.177317063;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.555735;;;;0.133288563;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.336225;;;;0.560802863;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;15;0.92297;;;;2.466525625;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;14;0.9569;;;;2.232233838;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;13;0.938115;;;;2.206332925;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;12;1.269016667;;;;1.97107905;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;6;1.26202;;;;1.983569983;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;10;1.24321;;;;2.580240433;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.042423333;;;;1.52077385;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.257933333;;;;1.383806867;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.042736;;;;1.68917162;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;22;1.4958425;;;;0.206348913;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;22;1.4857675;;;;0.225705713;;
97;Atlantic Europe;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;24;1.450385;;;;0.48532975;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.3329125;;;;4.886875;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;23;1.23635;;;;6.662288738;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;22;1.459615;;;;5.7883877;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.4915125;;;;1.135406125;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.28618;;;;0.68884005;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.317225;;;;3.301101363;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.4938575;;;;0.3438792;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.4862125;;;;0.566620825;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.51241;;;;0.348650263;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.73176;;;;2.75775185;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.70602;;;;3.512133538;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;0.6047975;;;;3.41301505;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.4460775;;;;0.132375;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.367545;;;;0.098;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.399035;;;;0.118375;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.5551675;;;;0.565;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.607685;;;;0.479375;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;22;1.44109;;;;0.374375;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3514775;;;;0.0945;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.3302125;;;;0.10275;;
97;Baltic Sea;Temperate North Atlantic;;Zostera marina;Zostera spp.;Opportinistic;25;1.37178;;;;0.11575;;
98;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;22;1.15;;;;0.35;;
98;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;22;0.76;;;;0.94;;
98;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;22;1.14;;;;0.38;;
98;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;22;1.09;;;;0.78;;
99;Caribean Sea;Tropical Atlantic;;Zostera marina;Zostera spp.;Opportinistic;70;;;;;0.59;;
99;Caribean Sea;Tropical Atlantic;;Zostera marina;Zostera spp.;Opportinistic;60;;;;;1.15;;
100;SW Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;;1.16;;;;0.59;;
101;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;1;;8.98;;;1.07;;
101;SE Asia;Tropical Indo-Pacific;;mixed;mixed;Mixed;1;;4.09;;;0.71;;
101;SE Asia;Tropical Indo-Pacific;;Enhalus acoroides;Enhalus spp.;Persistent;1;;17.14;;;0.3;;
102;NE America;Temperate North Atlantic;0.4;Zostera marina;Zostera spp.;Opportinistic;30;1.35;;;1.35;0.31;;
102;NE America;Temperate North Atlantic;0.3;Zostera marina;Zostera spp.;Opportinistic;30;1.18;;;2.27;0.6;;
102;NE America;Temperate North Atlantic;0.09;Zostera marina;Zostera spp.;Opportinistic;30;1.17;;;2.24;0.59;;
102;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;30;1.32;;;1.57;0.38;;
102;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;30;1.37;;;1.33;0.3;;
102;NE America;Temperate North Atlantic;intertidal;Zostera marina;Zostera spp.;Opportinistic;30;1.49;;;1.33;0.3;;
103;Baltic Sea;Temperate North Atlantic;1.5;Zostera marina;Zostera spp.;Opportinistic;50;;;;;9.9;;
103;Baltic Sea;Temperate North Atlantic;4;Zostera marina;Zostera spp.;Opportinistic;50;;;;;9.7;;
103;Baltic Sea;Temperate North Atlantic;1.5;Zostera marina;Zostera spp.;Opportinistic;50;;;;;0.3;;
103;Baltic Sea;Temperate North Atlantic;4;Zostera marina;Zostera spp.;Opportinistic;50;;;;;2.2;;
104;E Australia;Tropical Indo-Pacific;;mixed;mixed;Mixed;10;0.625;82.68;;;4.41;;
104;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;10;1.17;51.87;;;1.895;;
104;E Australia;Tropical Indo-Pacific;;mixed;mixed;Mixed;10;1.145;66.315;;;1.475;;
104;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;10;2.11;21.945;;;1.155;;
104;E Australia;Tropical Indo-Pacific;;Zostera muelleri;Zostera spp.;Opportinistic;10;1.175;62.175;;;0.59;;
104;E Australia;Tropical Indo-Pacific;;Halophila decipiens;Halophila spp.;Colonising;10;0.875;75.145;;;3.025;;
